,id,name,followers,popularity,label
347,31HjiqargV4NAw4GZqUale,Ace Hood,1706470.0,61,3
348,2Rf4X6m0oayCJhaJ5K63GQ,Nathan Sykes,472255.0,57,5
349,7h7ahzbTkbAFsshWJ7fOrc,Anton Powers,51728.0,55,5
350,3drqpTL4sQOckmAfF9i1wg,Summer Cem,1066135.0,65,2
351,3Y7RZ31TRPVadSFVy1o8os,H.E.R.,5520036.0,75,4
352,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18938341.0,81,4
353,2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,1169155.0,54,4
354,2rEVnwCPBeGkWMv425KoG1,AYLIVA,127707.0,62,2
355,3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,1852693.0,67,3
356,0AuW7OCyKfFrsMbtHrYgIV,House Of Pain,527203.0,59,3
357,20mCdWSz6PqFQof9gFFJ1r,Alvaro,92127.0,38,0
358,4JNfz6aO9ZFz0gp5GY88am,Hey Violet,975300.0,56,4
359,5bgfj5zUoWpyeVatGDjn6H,K CAMP,1496980.0,62,3
360,6Rmg5JiRphFMlhkwGNl9Fu,Tom Gregory,80773.0,61,5
361,20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,3457554.0,77,4
362,3DoYGi5spOR9sIqjdkf2R4,Coup,18757.0,39,2
363,0tvpihdAsKiNnP6sWS3jUI,TroyBoi,357658.0,62,0
364,6roDXEmZ6AARdOUv6x5U2v,Felix Cartal,91766.0,57,0
365,5OrB6Jhhrl9y2PK0pSV4VP,Young Money,2606316.0,62,3
366,7yOWqfe8iP613Ne5SV9XPP,Wahlstedt,56922.0,49,0
367,325L7kby6bkG5qSXXAFEWM,Joker Bra,191005.0,55,2
368,1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2879692.0,68,3
369,0hKUUP3J5Dc69cQur3U2nV,Selmon,15443.0,50,2
370,4kq8z3vydHjPDggxb16ErB,Nakash Aziz,158572.0,65,1
371,4P3RXClUWZnQAO6BfrEQXb,ART,36017.0,62,2
372,6c1pBXHYjFcGQQNO5MMsdd,Keys N Krates,190028.0,49,0
373,5qa31A9HySw3T7MKWI9bGg,FLETCHER,677970.0,70,4
374,6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,2600453.0,72,1
375,4Jd9XCHzRXTB7ZPPVzJoUm,Milano,81681.0,58,2
376,6gto7HVNhu4ARE3P3g8Y5Y,Kollegah,1437311.0,68,2
377,2iReGc3ItZlbaaSWymMJve,Manuellsen,173988.0,54,2
378,632WMoQfBWk76kBz7vMXNg,Walking On Cars,191937.0,50,5
379,3M8Mq1n1l1TRnTUw2MRSCs,Meadowlark,31804.0,43,5
380,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2582491.0,72,4
381,5Aw0IGM5JS3FuTgtRsDWGA,Chocolate Puma,105873.0,48,0
382,0Cd6nHYwecCNM1sVEXKlYr,Krewella,914090.0,58,0
383,2BQWHuvxG4kMYnfghdaCIy,Fox Stevenson,199970.0,57,0
384,3pjq2pDV9RR6VY55wBjVnp,Dardan,953804.0,68,2
385,53YSn9tHwGJ6bq5P0gGoYo,Firebeatz,526119.0,56,0
386,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,17411695.0,83,4
387,2JLl6rSFWx9YuSPLcLhkAG,Julian Perretta,29672.0,59,5
388,60uPSVM3svOL8kZ3Wkb3Zw,Monet192,163524.0,57,2
389,7qjJw7ZM2ekDSahLXPjIlN,Sid Sriram,8264893.0,76,1
390,5sWHDYs0csV6RS48xBl0tH,Two Feet,1662244.0,71,4
391,6uZv9f2du7TdOlOr5IjLE1,Shabab Sabri,356.0,42,1
392,5T2I75UlGBcWd5nVyfmL13,Mika Singh,6886761.0,65,1
393,4CD6drviDJ8wccEAZuc9y4,Scorpion Gang,5482.0,42,2
394,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,1743610.0,66,3
395,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,38371125.0,88,4
396,0JEvQJxxsnNUo6LQygr4AL,Neon Jungle,96876.0,38,5
397,72IlzE8lIeI5W1C4RTZAGv,Riccardo,48299.0,52,2
398,1XgFuvRd7r5g0h844A5ZUQ,Take That,1139889.0,62,5
399,7B4hKK0S9QYnaoqa9OuwgX,Eazy-E,4261509.0,65,3
400,69GGBxA162lTqCwzJG5jLp,The Chainsmokers,19441428.0,80,4
401,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,11522281.0,80,4
402,3Z3aTg9PwJ37e8xeO0aUC9,01099,116574.0,67,2
403,0GICHCgSgJrRnanaNRFIMX,Undacava,34332.0,51,2
404,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,23126039.0,84,4
405,1AhjOkOLkbHUfcHDSErXQs,88rising,841272.0,69,4
406,45eNHdiiabvmbp4erw26rg,ILLENIUM,1290089.0,73,4
407,65AzRSW0jKSs0WtttEXrOw,ELIF,197863.0,60,2
408,1eMmoIprPDWeFdB1FxU6ZV,Au/Ra,447020.0,67,4
409,0NIPkIjTV8mB795yEIiPYL,Wallows,2416869.0,71,4
410,6k6dimE4a6OFnD0HWmkIUW,Tochi Raina,55464.0,61,1
411,70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,468622.0,67,3
412,1anyVhU62p31KFi8MEzkbf,Chance the Rapper,5737262.0,75,3
413,1cfG7UM0OD4O1II1nd15Qo,Ash King,1147122.0,63,1
414,6Ur6METz02CC9zcJWDFicC,M.O,275953.0,50,5
415,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,6800128.0,72,4
416,7CCjtD0hCK005Bvg2WG1a7,Carnage,307222.0,57,0
417,6trEYfLSuAd9CS8bCy4sOH,demxntia,64027.0,60,4
418,5WUlDfRSoLAfcVSX1WnrxN,Sia,24304639.0,83,4
419,4gJT0OnBISFA5CPMNYBGIE,OG Keemo,92009.0,55,2
420,0cGUm45nv7Z6M6qdXYQGTX,Kehlani,6132653.0,76,4
421,7ACEUD7UsmmXrnj4OLt8f9,twocolors,51062.0,63,0
422,19JjP3cCprjLLvvA2Cdbn5,Akuma,10792.0,44,2
423,3mIj9lX2MWuHmhNCA7LSCW,The 1975,5782661.0,76,4
424,61fZH5SxVJDnFnocMMPwCF,Play69,96047.0,41,2
425,5H6xmHXjsq98NLbEjuE29f,NEIKED,121888.0,68,4
426,00sAT5YX8W3xNd1EuqyHw9,Dada Life,416967.0,52,0
427,13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,4454550.0,77,3
428,4fxd5Ee7UefO4CUXgwJ7IP,Giveon,2463715.0,80,4
429,5sRQkVexJlax2iISuqL8cV,Kalazh44,139170.0,54,2
430,0NbfKEOTQCcwd6o7wSDOHI,The Game,4165499.0,74,3
431,2x7EATekOPhFGRx3syMGEC,The Knocks,197503.0,64,4
432,66TrUkUZ3RM29dqeDQRgyA,Ella Eyre,789200.0,69,5
433,1sVmXkzX2ukc6QvasrDBES,Asees Kaur,1437645.0,71,1
434,6WdjEdbgAoHeeXLwDsSgMg,Albi,16713.0,50,2
435,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,21389956.0,88,3
436,6KZDXtSj0SzGOV705nNeh3,Kid Ink,2879810.0,68,3
437,0PhLCUFEU30lqntUbYZjSt,Mosh36,205911.0,45,2
438,6pBDI6JuD02u2ZpynOYhRg,Jalil,28918.0,41,2
439,6rcE30MaP92XafelMNZ2Sq,Frank Walker,77387.0,57,0
440,7EWU4FhUJM1sZQgQKdENeT,Hopsin,2345662.0,62,3
441,2IQDM5URYGYfSMmwhTCmyy,Rationale,79534.0,52,5
442,4o4tLTIJ3eWMFerz73atcT,Qveen Herby,484234.0,57,4
443,744jIBAAvzMa5eVtUZDxR1,Liaze,15595.0,66,2
444,5D9gbPVm2Y7DcPbqG0ueS9,Sero El Mero,238487.0,45,2
445,4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,745600.0,67,4
446,5GGJosGMs08YEmKTZJe1fL,Suki Waterhouse,173458.0,64,4
447,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,8146681.0,76,4
448,0jNDKefhfSbLR9sFvcPLHo,San Holo,665516.0,58,0
449,2P7AfQW941UU324qq2ggZf,METRICKZ,170895.0,55,2
450,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,3706579.0,68,4
451,742hF8NzfLAfwg7pwSh1x9,Jamin,10068.0,46,2
452,13bDjug9N0pyv3ZUINjkDV,Bausa,1008174.0,64,2
453,7M6ItqYUMPQRQQ5q54tl7G,Megaloh,73110.0,50,2
454,4AA8eXtzqh5ykxtafLaPOi,What So Not,294647.0,58,0
455,5IHqlcCbQkyhWl0KmIwgeq,Louisa Johnson,281372.0,53,5
456,6DgP9otnZw5z6daOntINxp,Joel Corry,300072.0,75,4
457,6Cw4b0HJcYPaG1ik1tpdZa,Samo104,23940.0,53,2
458,5Igpc9iLZ3YGtKeYfSrrOE,Chris Lake,239809.0,61,0
459,10hGPIDZi33LRaYRIq3Bh4,Dimitri Vangelis & Wyman,502489.0,56,0
460,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,339561.0,53,5
461,0pCNk4D3E2xtszsm6hMsWr,K.Flay,495207.0,67,4
462,57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6378733.0,69,4
463,5SXuuuRpukkTvsLuUknva1,Baby Keem,1046017.0,78,3
464,41LLNWUptvfbQ9Q7oCefmg,Genetikk,466191.0,59,2
465,37awA8DFCAnCCL7aqYbDnD,Blasterjaxx,723032.0,65,0
466,6beUvFUlKliUYJdLOXNj9C,King Princess,1578625.0,61,4
467,3TaUSUXn41GixL7zbvrIDt,A-Trak,123783.0,62,0
468,1HxJeLhIuegM3KgvPn8sTa,Jack Ü,1070707.0,60,0
469,1KpCi9BOfviCVhmpI4G2sY,Tchami,378890.0,61,0
470,6wa1AsxB9oJP7lwNSmbcYx,Daler Mehndi,1062279.0,57,1
471,5tHiL8SKSaZGMBUPIiSmX4,KitschKrieg,187326.0,59,2
472,5MmVJVhhYKQ86izuGHzJYA,MIKA,1271133.0,66,4
473,3J0BpFVUc9LeOIVeN5uNhU,Lauren Jauregui,1279004.0,58,4
474,4SZSRsSh4xJx9o5V1uDE1o,Ahmad Amin,13379.0,52,2
475,1XKjtpH5P81gpOXDB91IEB,Miami Yacine,748931.0,58,2
476,5tlNJfV9UIpgnbWmvUEFu7,Gentleman,459732.0,58,2
477,59Yq0xrABEihHANsfo9QMT,Blanke,38335.0,53,0
478,1U0pXcl8GZlZ48jTgnpGHl,Beyazz,135028.0,59,2
479,2rTo8KIkBTFjQS7VvaKYQ4,W&W,790556.0,67,0
480,0h0Iypw4Zpe2pWEKIS9So3,OMAR,48554.0,56,2
481,25tMQOrIU4LlUo6Sv8v5SE,Gavin James,669083.0,62,4
482,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,7864105.0,67,4
483,3LPEGy5eAGPgKYJVrkRuSX,Kynda Gray,23275.0,40,2
484,37hAfseJWi0G3Scife12Il,City Girls,2060013.0,68,4
485,3YVjSNOTyXBeEisqAJ2EAG,Deno419,16407.0,37,2
486,4fpTMHe34LC5t3h5ztK8qu,The Carters,1425963.0,55,4
487,4sg4no0TXdsrM1s4SVUwNF,Juju,520847.0,63,2
488,6mFNhGWIA0SYoGMFXi2cgf,Morpheuz,18748.0,45,2
489,1LRpAVWq5z6VZMG3tTdZKU,Mike Singer,380882.0,52,2
490,17lzZA2AlOHwCwFALHttmp,2 Chainz,7360903.0,76,3
491,6AUl0ykLLpvTktob97x9hO,Tee Grizzley,3022952.0,67,3
492,2fu4Q8SANwMZ2rWS5hqjcA,lityway,10031.0,50,2
493,3IpvVrP3VLhruTmnququq7,Mike Williams,340090.0,60,0
494,3ciRvbBIVz9fBoPbtSYq4x,Lil Jon & The East Side Boyz,669547.0,62,3
495,2iojnBLj0qIMiKPvVhLnsH,Trey Songz,6795545.0,70,4
496,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,2725747.0,74,3
497,1zLMhO4zzzxt5PMV4wMS3y,Keanu Silva,30679.0,64,0
498,1hMzMy5THp7jWnMRC0rU36,Nazar,157485.0,38,2
499,1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,23828027.0,79,1
500,477D3WI5iTnEmCOe7QFU5G,Azzi Memo,360228.0,52,2
501,1W3FSF1BLpY3hlVIgvenLz,The-Dream,1142988.0,64,3
502,70Rt4lMiib6ya5azoVK51v,TYM,26358.0,56,2
503,2NdeV5rLm47xAvogXrYhJX,Ciara,5815659.0,68,4
504,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,5783131.0,70,4
505,3NW5v26vvoW5ycV37qM5ed,Cashmo,32923.0,47,2
506,6ARKr2ZoLf9TDoQiZarJMt,makko,138767.0,70,2
507,2BJTwV4IpFe2gWL46KKlji,Basto,83393.0,44,0
508,0kJO65h553i1iGsZutBuqz,Adnan Sami,2681082.0,59,1
509,4pb4rqWSoGUgxm63xmJ8xc,Madeon,625250.0,58,0
510,0cmSPg2VT43juuvNRLs535,Snipe,38321.0,37,2
511,1OJvqVmekd5OPxlTeHmlBl,Ion Miles,28568.0,66,2
512,163tK9Wjr9P9DmM0AVK7lm,Lorde,9863458.0,76,4
513,540vIaP2JwjQb9dm3aArA4,DJ Snake,8064094.0,77,4
514,63bCkf4n15jiKjHhLV7kSZ,Niykee Heaton,481293.0,54,4
515,26dSoYclwsYLMAKD3tpOr4,Britney Spears,11288911.0,81,4
516,0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah,834824.0,63,5
517,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,512544.0,64,0
518,61lyPtntblHJvA7FMMhi7E,Duke Dumont,671364.0,65,0
519,2IVvZIe3P9BMuCI6h48Bjg,Nizi19,39221.0,57,2
520,2joIhhX3Feq47H4QXVDOr3,RINI,564707.0,62,4
521,2NmK5FyrQ18HOPXq1UBzqa,SWV,1626049.0,60,3
522,39KEQQAG9JhIt71g9NEVhh,Azet,1207644.0,68,2
523,1vCWHaC5f2uS3yhpwWbIA6,Avicii,22055236.0,80,4
524,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,10028232.0,84,4
525,0oxWjDXa2iXcVB11n8RY3U,BOJAN,18424.0,52,2
526,4W91bbPB2CTSsHwt7eqNl7,Javed Ali,5269359.0,67,1
527,67nwj3Y5sZQLl72VNUHEYE,Wale,3783379.0,70,3
528,3uwAm6vQy7kWPS2bciKWx9,girl in red,5221036.0,76,4
529,1u7OVFmWah4wQhOPIbUb8U,Will Sparks,248998.0,60,0
530,1SUu1Bi7ev9HbOzyVC77qD,Kool Savas,552386.0,63,2
531,6LuN9FCkKOj5PcnpouEgny,Khalid,15501199.0,85,4
532,5f4QpKfy7ptCHwTqspnSJI,Neha Kakkar,37695348.0,74,1
533,5yPzzu25VzEk8qrGTLIrE1,Young Nudy,974134.0,71,3
534,5oNgAs7j5XcBMzWv3HAnHG,DJ Drama,1278173.0,58,3
535,7b6Ui7JVaBDEfZB9k6nHL0,The Local Train,1033817.0,56,1
536,7sGj46FhEm7c19hArcGtlY,Chakuza,167301.0,48,2
537,5FWi1mowu6uiU2ZHwr1rby,Feed Me,353477.0,48,0
538,0YWxKQj2Go9CGHCp77UOyy,Fabolous,2375473.0,67,3
539,2HdP7fpDiLWAvElYGg75gd,Hanybal,309176.0,54,2
540,0fTav4sBLmYOAzKuJw0grL,Mac Ayres,505215.0,58,4
541,4SqTiwOEdYrNayaGMkc7ia,LÉON,340644.0,63,4
542,4uRYpUQZrNrY5t8tAv3XrD,NERO,810769.0,56,0
543,21aa4pj9BvbFB2iT8kRpnq,Michael Schulte,272481.0,62,5
544,6NaTOhsj6iiUNONPrE980Z,Fake Blood,53939.0,51,0
545,2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,846987.0,72,4
546,3wjsrpfO6odEphTZWx45RQ,Hearts & Colors,130078.0,53,5
547,2QlwnS23KrBeshXFyK5U6M,LVNDSCAPE,143208.0,53,0
548,2R1QrQqWuw3IjoP5dXRFjt,Marlon Roudette,87434.0,50,5
549,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,7115846.0,76,4
550,6m7wJXzvVyE0j6eef6pj1a,Mila Jam,3503.0,29,5
551,5YFS41yoX0YuFY39fq21oN,Bob Sinclar,526804.0,67,0
552,6BrvowZBreEkXzJQMpL174,Hardwell,3639521.0,65,0
553,6lay1nwbE6hTx1jivysUAL,Princess Nokia,554997.0,62,4
554,0XIKGBo9PnK1ApI5tZA60d,DaniLeigh,1030024.0,61,4
555,3GBBxBdoolb0B5YizZq9bF,Eno,661611.0,59,2
556,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,1031259.0,67,5
557,1AzY6fJYpYIOxfckbx2iRn,Fabian Römer,52928.0,40,2
558,74OaRjmyh0XyRZsQQQ5l7c,Jasleen Royal,941955.0,66,1
559,6LrvDsBK2WHWUERZHLbwvx,Hamzo 500,3854.0,35,2
560,3KV3p5EY4AvKxOlhGHORLg,Jeremih,5902838.0,74,4
561,69u5rPwWBKP7pJHpCGB9O5,MoTrip,458953.0,54,2
562,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,21779281.0,88,4
563,1I7oHjCjMrMUz66v67yJJu,Joshua Hyslop,53550.0,57,5
564,7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,3655974.0,79,4
565,6Ge3YISmUWPCUcSVx8VGor,Keenan Te,83424.0,59,4
566,42k1aOQmLqy5YQmqJ2zq8s,Shaan Rahman,447569.0,58,1
567,5mPOOZTRDsRf0iIXixzfgn,Yung Kafa & Kücük Efendi,96243.0,52,2
568,7DuTB6wdzqFJGFLSH17k8e,Bhad Bhabie,3029382.0,59,4
569,0q8J3Yj810t5cpAYEJ7gxt,Duck Sauce,109662.0,55,0
570,1iNqsUDUraNWrj00bqssQG,Dreamville,457507.0,68,3
571,4XtfY4CBieEfqF3CSiPrRx,SVEA,8553.0,40,5
572,53KwLdlmrlCelAZMaLVZqU,James Blake,1274581.0,66,5
573,0HXAyc6kXXdnrE8wdVwS5E,Tarek K.I.Z,34133.0,53,2
574,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,3597342.0,76,4
575,3Hvx3BM0K4FHBs9J3k8G6V,NGEE,122058.0,62,2
576,0HFX10cw3sUd3fMmBNoDDv,OG LOCKE,21876.0,44,2
577,7blXVKBSxdFZsIqlhdViKc,Valley,164892.0,62,4
578,2innBaSmptmpGvov5kUIqW,DILOMAN,22411.0,38,2
579,14CHVeJGrR5xgUGQFV5BVM,Fivio Foreign,1012244.0,73,3
580,7BaSOOhWzKYXrLxYoBvMax,DONDON,14086.0,50,2
581,1Eie0tY91rpi7Y0jtIOXzI,Wingtip,55865.0,50,5
582,3Fl31gc0mEUC2H0JWL1vic,Paula Hartmann,27237.0,52,2
583,0u6GtibW46tFX7koQ6uNJZ,Topic,183278.0,75,0
584,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,309270.0,53,5
585,1W7FNibLa0O0b572tB2w7t,Pink Sweat$,1379521.0,70,4
586,0qpsFfOT3SmdGmnyV6rOhS,Meet Bros.,1295306.0,65,1
587,4obzFoKoKRHIphyHzJ35G3,Becky G,12260786.0,80,4
588,3NKKngINK1tP6BFy0WOyWk,Max Styler,18143.0,46,0
589,2Q570lQPWiuP2dCOP69jO3,Remoe,40154.0,39,2
590,5ZDBkifba6O2TRqyzxGuoq,LAAS,24453.0,36,2
591,6nHDuiu6PIpfWt6DswQHvL,Alpa Gun,183297.0,46,2
592,099tLNCZZvtjC7myKD0mFp,Kool G Rap,232476.0,49,3
593,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,5505570.0,72,4
594,3q7HBObVc0L8jNeTe5Gofh,50 Cent,9380724.0,82,3
595,5xSx2FM8mQnrfgM1QsHniB,Danna Paola,4017631.0,75,4
596,6Vg9ZTblAIMeOiRCgyzJzO,Tom Twers,22250.0,57,2
597,43mWhBXSflupNLuNjM5vff,Soulwax,238351.0,51,0
598,7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,708704.0,66,4
599,4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,6498675.0,81,4
600,46SHBwWsqBkxI7EeeBEQG7,Kodak Black,8470773.0,81,3
601,6q94KewnCnut4Ta36dCoaB,Jake Isaac,60126.0,48,5
602,7bp2lSdh12wcA8LyB1srfJ,Sofia Carson,3194880.0,74,4
603,2auiVi8sUZo17dLy1HwrTU,Solange,1814612.0,61,4
604,4R0FKprdEeUIbzAwhrYTv2,Elias,153483.0,49,2
605,57LYzLEk2LcFghVwuWbcuS,Summer Walker,4052187.0,79,4
606,7dc6hUwyuIhrZdh80eaCEE,Fedde Le Grand,356117.0,62,0
607,0TnOYISbd1XYRBk9myaseg,Pitbull,9555658.0,82,4
608,0TImkz4nPqjegtVSMZnMRq,TLC,3246523.0,67,3
609,4422XPmmt7lJGKjYbYSI6B,Asche,39515.0,59,2
610,1e7K8jD3wRuQfnwDAOeGqe,Fiji Blue,195688.0,62,4
611,4sVieJlKgpZ2k9ESNS5IdN,Jamule,266789.0,65,2
612,4lAjitjrUJgjJgEVj2CwFc,SpongeBOZZ,468757.0,49,2
613,4K6blSRoklNdpw4mzLxwfn,Kumar Sanu,7194253.0,71,1
614,7xEFii6utZmQ61kX59HmLH,FRENSHIP,178254.0,55,5
615,5UyRaawCsdiVrro0WWgIVB,Rak-Su,192499.0,45,5
616,0U7ti3mwGrBNlKNE4YlbfT,Sierra Kidd,148565.0,67,2
617,76fuWYgIf3TVIopTs3vaJ6,Amaal Mallik,1704196.0,68,1
618,7uK2QScoOUkqq8tvtvBIL7,Endzone,27658.0,59,2
619,0DdDnziut7wOo6cAYWVZC5,KREAM,212312.0,60,0
620,5fNCrHCBzuRdM8AbVajVh0,Lance Butters,119696.0,46,2
621,2WuKU0SYZOQyY3MmE4vtez,New Hope Club,917138.0,57,4
622,57vWImR43h4CaDao012Ofp,Steve Lacy,2046648.0,84,4
623,5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,4244741.0,72,3
624,5sSzCxHtgL82pYDvx2QyEU,Devi Sri Prasad,5932469.0,68,1
625,3TqfPVt0HX8GCzNOOjDcum,Sun Diego,187552.0,54,2
626,1wRPtKGflJrBx9BmLsSwlU,Pritam,6618573.0,84,1
627,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,1032504.0,59,3
628,3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,243712.0,66,0
629,6GoNVmYCl0yUm4pEp80vn6,badchieff,32590.0,54,2
630,2N5EUidcVv9pnicQFDeK5W,2LADE,28778.0,45,2
631,72OaDtakiy6yFqkt4TsiFt,Cher,2659999.0,68,4
632,6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,959365.0,72,4
633,2vVNxGBvKRQMWwI5c8KmYh,Tujamo,233887.0,63,0
634,1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,1443205.0,79,5
635,6S3KljEiIOWoLMUyZrkQUc,Marnik,99347.0,57,0
636,5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,3778198.0,76,4
637,6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,4352254.0,69,4
638,3PP4drc6wQuyKstnJfXpu1,JAZN,89115.0,46,2
639,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,43103624.0,87,4
640,3SvCpwSeoWCcjfo8zjPZKB,Autoerotique,67053.0,45,0
641,1Fr6agZ6iSM5Ynn2k4C8sc,VÉRITÉ,292047.0,51,4
642,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,10707810.0,82,3
643,0VRj0yCOv2FXJNP47XQnx5,Quavo,5898377.0,79,3
644,6sCbFbEjbYepqswM1vWjjs,Zendaya,3423855.0,70,4
645,6fxyWrfmjcbj5d12gXeiNV,Denzel Curry,1893142.0,72,3
646,76dRoxKtDwYkgCQePok9cU,Miksu / Macloud,73905.0,73,2
647,7uMh23xWiuR7zsNkuNcm2G,MNEK,273144.0,72,5
648,4dYQmk5ma04mZ1KJ9KkAQK,Kacy Hill,93101.0,62,5
649,5NhgsV7qPWHZqYEMKzbYvo,Faouzia,500402.0,64,4
650,1HwM5zlC5qNWhJtM00yXzG,DMX,3683467.0,70,3
651,6nef6002aZx63N9P9KSmCF,Enemy,78574.0,45,2
652,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,17839233.0,85,3
653,4sihWBudLgIj87L6PRfrpT,LEXIKA,17736.0,50,2
654,6icQOAFXDZKsumw3YXyusw,Lil Yachty,8294455.0,76,3
655,5vQXzZjy86ijQhMjMb1ke4,Josi,7358.0,38,2
656,6QkidrPNY7AuI1V4xcKiqo,Mario Novembre,92982.0,49,2
657,6C1ohJrd5VydigQtaGy5Wa,Joyner Lucas,1949452.0,71,3
658,3OLGltG8UPIea8sA4w0yg0,Rahat Fateh Ali Khan,11078618.0,70,1
659,6Ql5ZUhTCAn62skkbRJWCq,DJ JEEZY,5062.0,45,2
660,3PtCud9dIdOv4exrzdZZ1C,MAKJ,124738.0,54,0
661,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,6220623.0,77,3
662,2wIVse2owClT7go1WT98tk,Missy Elliott,2043639.0,71,3
663,2s0YBNTlWf61tFJwKderGS,Dú Maroc,46465.0,48,2
664,5Y8eJDj37KhaEeqbVO7Ag1,PRETTYMUCH,1218985.0,61,4
665,140rt2E4rTCFAA6R6cbyYb,Sarhad,23309.0,46,2
666,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,2871117.0,67,3
667,3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7597737.0,83,3
668,5ynvmGwc83ZoRx2EIWHXLX,The Beatnuts,159680.0,58,3
669,5EUdiv20t58GCS09VMKk7M,Katy B,192632.0,52,5
670,3cKNppGLfcxdt9CtoHEZmQ,Ali Zafar,1478460.0,60,1
671,11gWrKZMBsGQWmobv3oNfW,Alison Wonderland,450897.0,57,0
672,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,9950082.0,77,4
673,1rdQOMFFtoskDXXUVjiGo9,Shweta Mohan,604293.0,61,1
674,2FKWNmZWDBZR4dE5KX4plR,Diljit Dosanjh,12700629.0,72,1
675,00CYRdkMnA0mwfy1VQPA7X,ellis,29862.0,48,0
676,5fahUm8t5c0GIdeTq0ZaG8,Otto Knows,386951.0,59,0
677,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,3689746.0,74,0
678,2oSONSC9zQ4UonDKnLqksx,Atif Aslam,9934193.0,74,1
679,6jf2eKjiPT6P18RbOSLzf0,Arko,638052.0,65,1
680,2Diqn1jFkehRd9MVDGKGdq,Eddin,61454.0,57,2
681,68DWke2VjdDmA75aJX5C57,Yelawolf,2062266.0,66,3
682,1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,1372603.0,61,4
683,6X8WdFjrNhXATMDSs26aCc,Curren$y,963512.0,64,3
684,3eDT9fwXKuHWFvgZaaYC5v,Sunidhi Chauhan,11237947.0,72,1
685,7ADRm1oT7VmhRRZrZqycV6,KASIMIR1441,213707.0,57,2
686,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5124336.0,73,4
687,6SGVQ8bD0Hab6BItkqWVuJ,JURI,32477.0,45,2
688,4akj4uteQQrrGxhX9Rjuyf,Craig Mack,208327.0,49,3
689,33crDRqANd3NQHJagZkQ7O,slchld,265021.0,58,4
690,2feDdbD5araYcm6JhFHHw7,Labrinth,2498510.0,79,4
691,2LkkwxA19J8C52wPQl5bG6,Jamie Miller,380285.0,66,4
692,63gbXCha1jpkrJJ9K5gGpR,ELI,29742.0,45,5
693,41qil2VaGbD194gaEcmmyx,Will Smith,849859.0,67,3
